trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9999500004166653}",25,11,-108.64741089347149,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 2}",1
2,False,"{'a': 0.01, 'e': 0.9998000066665778}",25,0,-94.83864068630464,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9995500337489875}",20,2,-26.908296188107002,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
4,False,"{'a': 0.01, 'e': 0.9992001066609779}",20,0,-45.21638243486716,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.9987502603949663}",25,0,-134.55103157114806,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
6,False,"{'a': 0.01, 'e': 0.9982005399352042}",20,0,-10.739803932321486,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
7,False,"{'a': 0.01, 'e': 0.9975510002532796}",20,0,-94.25827116907865,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
8,False,"{'a': 0.01, 'e': 0.9968017063026194}",20,0,-27.440423157067837,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
9,False,"{'a': 0.01, 'e': 0.9959527330119943}",20,0,-48.54390532910787,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9950041652780258}",20,9,-38.41571668224333,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
11,False,"{'a': 0.01, 'e': 0.9939560979566968}",30,0,-179.1821786767293,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
12,False,"{'a': 0.01, 'e': 0.9928086358538663}",25,14,-74.91815431636886,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
13,False,"{'a': 0.01, 'e': 0.9915618937147881}",30,0,-234.1438366218989,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
14,False,"{'a': 0.01, 'e': 0.9902159962126371}",20,13,0.40476210431359183,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
15,False,"{'a': 0.01, 'e': 0.9887710779360422}",20,7,-61.750240300840495,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
16,False,"{'a': 0.01, 'e': 0.9872272833756269}",30,2,-229.92168784238444,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 4}",1
17,False,"{'a': 0.01, 'e': 0.9855847669095608}",25,6,-89.08012120496909,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 2}",1
18,False,"{'a': 0.01, 'e': 0.9838436927881214}",20,0,-146.5410507121735,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
19,False,"{'a': 0.01, 'e': 0.9820042351172703}",30,0,-93.11994838725793,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.9800665778412416}",25,0,-145.89409965470756,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-79.417240833462,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,0,-113.26295351403698,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9736663950053749}",25,0,-70.54896944000365,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.9713379748520296}",20,0,-168.3889753136355,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
25,False,"{'a': 0.01, 'e': 0.9689124217106447}",30,0,-186.21914890529453,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
26,False,"{'a': 0.01, 'e': 0.9663899781345132}",25,0,-78.1104014576613,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.9637708963658905}",25,0,-85.94790025394752,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.9610554383107709}",25,0,-85.20131990720898,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.9582438755126972}",30,7,-56.36431876146481,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 0}",1
30,False,"{'a': 0.01, 'e': 0.955336489125606}",30,12,-81.60223925098232,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
31,False,"{'a': 0.01, 'e': 0.9523335698857134}",20,6,-140.69028357856885,"{0: 4, 1: 3, 2: 5, 3: 0, 4: 2}",1
32,False,"{'a': 0.01, 'e': 0.9492354180824408}",25,10,-51.95639018009052,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
33,False,"{'a': 0.01, 'e': 0.946042343528387}",25,2,-57.41465258817459,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-6.90828110669649,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",35,0,-157.43288487230663,"{0: 23, 1: 5, 2: 4, 3: 0, 4: 3}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",25,0,-158.9290643439865,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",20,0,-172.28559948479017,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",30,0,-59.61979135599807,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",35,6,-163.14169887589938,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 3}",1
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-70.749804670285,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",20,0,-40.153318410493654,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",35,0,-169.6175032699443,"{0: 20, 1: 6, 2: 6, 3: 1, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",20,0,-62.52736842637326,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199634}",30,0,-109.26959649720382,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",20,0,-129.2171016146962,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255252}",30,15,-35.636745732627425,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
47,False,"{'a': 0.01, 'e': 0.891568288195329}",30,1,-99.83796425286303,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",30,0,-82.79859782447247,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.8823328586101215}",30,0,-92.33511841084142,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",25,18,-0.05120978291275868,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",20,0,-128.65722811502064,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",25,15,-49.529530491488785,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.01, 'e': 0.862807070514761}",25,0,-114.76145327404132,"{0: 15, 1: 7, 2: 1, 3: 0, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",20,3,-9.709597414675962,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",25,0,-84.24460276853546,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-64.32559058524426,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-74.30243033313499,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",25,0,-101.40378023627568,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",35,3,-51.65821993533099,"{0: 22, 1: 4, 2: 6, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-53.40594130947876,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",20,0,-115.80574798211526,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",25,0,-64.27267610150427,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",30,0,-81.0927234309238,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",35,17,-51.90333225057403,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.7960837985490558}",20,0,-25.90575611926539,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",25,3,-19.048905800288008,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,0,-76.6569105609461,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",35,0,-314.33321862913175,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 6}",0
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",30,0,-137.8046442758055,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,1,-20.30803902244911,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",20,0,-128.21676660235354,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
72,False,"{'a': 0.01, 'e': 0.7518057291408949}",30,0,-87.6511952387698,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-2.0161602030615673,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,6,-18.982190916806605,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,2,-69.037714078935,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,0,-47.48776225884839,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109434}",25,0,-175.71993942472218,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-46.178911861012644,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",20,0,-37.91575756737203,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471654}",20,1,-30.129380714388432,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.689498432951747}",25,0,-70.59405679150952,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876135}",20,9,-15.032210772964516,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.674875760071267}",25,0,4.10070513244042,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.6674628258413081}",20,0,-44.86623174732962,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,2,-18.357685337126167,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",25,12,-57.46519460289011,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",25,0,-115.7973552137564,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,8,-30.225867821686467,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",25,5,-143.21503677377729,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706644}",20,0,-63.55963409449553,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,7,-30.539399165980104,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.6058201566434628}",20,0,-56.498636893164665,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",20,0,-74.24769069827795,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
94,False,"{'a': 0.01, 'e': 0.5897880250310982}",20,0,-17.569455884712184,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",20,8,-79.2014168403748,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",25,17,6.101703728300825,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",30,0,-103.44303089437629,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",25,6,5.081246192925961,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.5486898605815875}",35,16,-14.788687805155178,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.5403023058681397}",25,6,-38.85214274852654,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",20,10,-26.475326114954143,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5233659512516495}",30,4,-158.43373768009835,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 4}",1
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",20,0,-5.331547676978144,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",30,13,-110.56233854558333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
105,False,"{'a': 0.01, 'e': 0.49757104789172696}",20,0,-5.595509408406652,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.01, 'e': 0.4888720818605275}",20,0,-35.13804321991979,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.4801242290285341}",20,0,-4.81014053919959,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",35,15,4.088228789290623,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",25,18,-10.172821232153028,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",30,14,6.162502321171235,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.4446615167417068}",25,12,8.531584573534687,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.4356824462767121}",35,3,-37.261261399479864,"{0: 26, 1: 3, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",35,9,14.616729668406169,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",35,11,5.7937517188118735,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",20,0,-32.31445932502321,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",25,14,20.75484749103163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",20,0,-23.51886488555501,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.38092482436688185}",25,14,19.70950022960858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.371659872260533}",25,0,8.027857797100873,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",20,0,-42.233050986043764,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
121,False,"{'a': 0.01, 'e': 0.3530194012193304}",25,8,23.6684695485122,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,9,-16.18962634537601,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",30,9,-3.7231185690602286,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",35,9,12.393372186864418,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,0,5.411205674363415,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.30581690837828934}",25,14,18.78381321495351,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.29628087292531874}",20,16,8.520204573503985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.2867152096319555}",25,13,16.175269689637876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,0,-50.31257020891337,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",30,4,-24.160822484789378,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,8,24.066286425470434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",25,0,33.757374164840364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",25,13,-32.22086254527525,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",30,23,11.79192095946867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,8,29.02556758866464,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,14,10.267572038491876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,0,22.57527481303731,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",25,0,27.935754457073216,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.01, 'e': 0.17981297767299936}",20,0,-4.2008514589590735,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",20,9,10.42808392765497,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",35,24,10.712112381960322,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,9,-23.89521548478764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.01, 'e': 0.14033160584673673}",30,11,33.65274297850186,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",30,21,16.8005996505416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.12050276936736662}",20,14,11.234777493164476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.11056977982006959}",20,9,5.49905725410532,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693173}",20,14,11.575889911960868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430968}",20,14,11.614204264726732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480063}",20,16,7.838898875999102,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",25,8,19.17223459713767,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",30,18,26.375850747926084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",25,12,21.733088044762322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",25,18,13.835350372589378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
